service,operation,status_code,error_code,error_message,is_implemented
resource-groups,GetAccountSettings,501,InternalFailure,API action 'GetAccountSettings' for service 'resource-groups' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
resource-groups,GetGroup,500,InternalError,"exception while calling resource-groups.GetGroup: Traceback (most recent call last):
  File ""/opt/code/localstack/localstack/aws/chain.py"", line 90, in handle
    handler(self, self.context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 122, in __call__
    handler(chain, context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 92, in __call__
    skeleton_response = self.skeleton.invoke(context)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 153, in invoke
    return self.dispatch_request(context, instance)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 165, in dispatch_request
    result = handler(context, instance) or {}
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 67, in _call
    return fallthrough_handler(context, req)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 83, in _proxy_moto
    return call_moto(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 46, in call_moto
    return dispatch_to_backend(context, dispatch_to_moto, include_response_metadata)
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 120, in dispatch_to_backend
    http_response = http_request_dispatcher(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 111, in dispatch_to_moto
    response = dispatch(request, request.url, request.headers)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 225, in dispatch
    return cls()._dispatch(*args, **kwargs)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 366, in _dispatch
    return self.call_action()
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 455, in call_action
    response = method()
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/resourcegroups/responses.py"", line 58, in get_group
    group = self.resourcegroups_backend.get_group(group_name=group_name)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/resourcegroups/models.py"", line 327, in get_group
    return self.groups.by_name[group_name]
KeyError: 'a'
",True
resource-groups,GetGroupConfiguration,500,InternalError,"exception while calling resource-groups.GetGroupConfiguration: Traceback (most recent call last):
  File ""/opt/code/localstack/localstack/aws/chain.py"", line 90, in handle
    handler(self, self.context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 122, in __call__
    handler(chain, context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 92, in __call__
    skeleton_response = self.skeleton.invoke(context)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 153, in invoke
    return self.dispatch_request(context, instance)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 165, in dispatch_request
    result = handler(context, instance) or {}
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 67, in _call
    return fallthrough_handler(context, req)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 83, in _proxy_moto
    return call_moto(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 46, in call_moto
    return dispatch_to_backend(context, dispatch_to_moto, include_response_metadata)
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 120, in dispatch_to_backend
    http_response = http_request_dispatcher(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 111, in dispatch_to_moto
    response = dispatch(request, request.url, request.headers)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 225, in dispatch
    return cls()._dispatch(*args, **kwargs)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 366, in _dispatch
    return self.call_action()
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 455, in call_action
    response = method()
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/resourcegroups/responses.py"", line 171, in get_group_configuration
    configuration = self.resourcegroups_backend.get_group_configuration(
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/resourcegroups/models.py"", line 361, in get_group_configuration
    configuration = group.configuration
AttributeError: 'NoneType' object has no attribute 'configuration'
",True
resource-groups,GetGroupQuery,500,InternalError,"exception while calling resource-groups.GetGroupQuery: Traceback (most recent call last):
  File ""/opt/code/localstack/localstack/aws/chain.py"", line 90, in handle
    handler(self, self.context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 122, in __call__
    handler(chain, context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 92, in __call__
    skeleton_response = self.skeleton.invoke(context)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 153, in invoke
    return self.dispatch_request(context, instance)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 165, in dispatch_request
    result = handler(context, instance) or {}
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 67, in _call
    return fallthrough_handler(context, req)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 83, in _proxy_moto
    return call_moto(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 46, in call_moto
    return dispatch_to_backend(context, dispatch_to_moto, include_response_metadata)
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 120, in dispatch_to_backend
    http_response = http_request_dispatcher(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 111, in dispatch_to_moto
    response = dispatch(request, request.url, request.headers)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 225, in dispatch
    return cls()._dispatch(*args, **kwargs)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 366, in _dispatch
    return self.call_action()
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 455, in call_action
    response = method()
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/resourcegroups/responses.py"", line 74, in get_group_query
    group = self.resourcegroups_backend.get_group(group_name=group_name)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/resourcegroups/models.py"", line 327, in get_group
    return self.groups.by_name[group_name]
KeyError: 'a'
",True
resource-groups,GetTags,501,InternalFailure,API action 'GetTags' for service 'resource-groups' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
resource-groups,GroupResources,501,InternalFailure,API action 'GroupResources' for service 'resource-groups' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
resource-groups,ListGroupResources,501,InternalFailure,API action 'ListGroupResources' for service 'resource-groups' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
resource-groups,ListGroups,200,,,True
resource-groups,PutGroupConfiguration,500,InternalError,"exception while calling resource-groups.PutGroupConfiguration: Traceback (most recent call last):
  File ""/opt/code/localstack/localstack/aws/chain.py"", line 90, in handle
    handler(self, self.context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 122, in __call__
    handler(chain, context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 92, in __call__
    skeleton_response = self.skeleton.invoke(context)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 153, in invoke
    return self.dispatch_request(context, instance)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 165, in dispatch_request
    result = handler(context, instance) or {}
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 67, in _call
    return fallthrough_handler(context, req)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 83, in _proxy_moto
    return call_moto(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 46, in call_moto
    return dispatch_to_backend(context, dispatch_to_moto, include_response_metadata)
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 120, in dispatch_to_backend
    http_response = http_request_dispatcher(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 111, in dispatch_to_moto
    response = dispatch(request, request.url, request.headers)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 225, in dispatch
    return cls()._dispatch(*args, **kwargs)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 366, in _dispatch
    return self.call_action()
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 455, in call_action
    response = method()
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/resourcegroups/responses.py"", line 179, in put_group_configuration
    self.resourcegroups_backend.put_group_configuration(
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/resourcegroups/models.py"", line 365, in put_group_configuration
    self.groups.by_name[group_name].configuration = configuration
KeyError: 'a'
",True
resource-groups,SearchResources,501,InternalFailure,API action 'SearchResources' for service 'resource-groups' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
resource-groups,Tag,501,InternalFailure,API action 'Tag' for service 'resource-groups' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
resource-groups,UngroupResources,501,InternalFailure,API action 'UngroupResources' for service 'resource-groups' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
resource-groups,Untag,501,InternalFailure,API action 'Untag' for service 'resource-groups' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
resource-groups,UpdateAccountSettings,501,InternalFailure,API action 'UpdateAccountSettings' for service 'resource-groups' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
resource-groups,UpdateGroup,500,InternalError,"exception while calling resource-groups.UpdateGroup: Traceback (most recent call last):
  File ""/opt/code/localstack/localstack/aws/chain.py"", line 90, in handle
    handler(self, self.context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 122, in __call__
    handler(chain, context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 92, in __call__
    skeleton_response = self.skeleton.invoke(context)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 153, in invoke
    return self.dispatch_request(context, instance)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 165, in dispatch_request
    result = handler(context, instance) or {}
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 67, in _call
    return fallthrough_handler(context, req)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 83, in _proxy_moto
    return call_moto(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 46, in call_moto
    return dispatch_to_backend(context, dispatch_to_moto, include_response_metadata)
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 120, in dispatch_to_backend
    http_response = http_request_dispatcher(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 111, in dispatch_to_moto
    response = dispatch(request, request.url, request.headers)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 225, in dispatch
    return cls()._dispatch(*args, **kwargs)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 366, in _dispatch
    return self.call_action()
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 455, in call_action
    response = method()
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/resourcegroups/responses.py"", line 143, in update_group
    group = self.resourcegroups_backend.update_group(
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/resourcegroups/models.py"", line 351, in update_group
    self.groups.by_name[group_name].description = description
KeyError: 'a'
",True
resource-groups,UpdateGroupQuery,500,InternalError,"exception while calling resource-groups.UpdateGroupQuery: Traceback (most recent call last):
  File ""/opt/code/localstack/localstack/aws/chain.py"", line 90, in handle
    handler(self, self.context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 122, in __call__
    handler(chain, context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 92, in __call__
    skeleton_response = self.skeleton.invoke(context)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 153, in invoke
    return self.dispatch_request(context, instance)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 165, in dispatch_request
    result = handler(context, instance) or {}
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 67, in _call
    return fallthrough_handler(context, req)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 83, in _proxy_moto
    return call_moto(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 46, in call_moto
    return dispatch_to_backend(context, dispatch_to_moto, include_response_metadata)
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 120, in dispatch_to_backend
    http_response = http_request_dispatcher(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 111, in dispatch_to_moto
    response = dispatch(request, request.url, request.headers)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 225, in dispatch
    return cls()._dispatch(*args, **kwargs)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 366, in _dispatch
    return self.call_action()
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 455, in call_action
    response = method()
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/resourcegroups/responses.py"", line 162, in update_group_query
    group = self.resourcegroups_backend.update_group_query(
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/resourcegroups/models.py"", line 355, in update_group_query
    self._validate_resource_query(resource_query)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/resourcegroups/models.py"", line 232, in _validate_resource_query
    query = json.loads(resource_query[""Query""])
  File ""/usr/local/lib/python3.10/json/__init__.py"", line 346, in loads
    return _default_decoder.decode(s)
  File ""/usr/local/lib/python3.10/json/decoder.py"", line 337, in decode
    obj, end = self.raw_decode(s, idx=_w(s, 0).end())
  File ""/usr/local/lib/python3.10/json/decoder.py"", line 355, in raw_decode
    raise JSONDecodeError(""Expecting value"", s, err.value) from None
json.decoder.JSONDecodeError: Expecting value: line 1 column 1 (char 0)
",True
resourcegroupstaggingapi,DescribeReportCreation,501,InternalFailure,API action 'DescribeReportCreation' for service 'resourcegroupstaggingapi' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
resourcegroupstaggingapi,GetComplianceSummary,501,InternalFailure,API action 'GetComplianceSummary' for service 'resourcegroupstaggingapi' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
resourcegroupstaggingapi,GetResources,400,400,"<?xml version=""1.0"" encoding=""UTF-8""?>
  <ErrorResponse>
    <Errors>
      <Error>
        <Code>PaginationTokenExpiredException</Code>
        <Message><![CDATA[Token does not exist]]></Message>
        
      </Error>
    </Errors>
  <RequestId>7a62c49f-347e-4fc4-9331-6e8eEXAMPLE</RequestId>
</ErrorResponse>",True
resourcegroupstaggingapi,GetTagKeys,400,400,"<?xml version=""1.0"" encoding=""UTF-8""?>
  <ErrorResponse>
    <Errors>
      <Error>
        <Code>PaginationTokenExpiredException</Code>
        <Message><![CDATA[Token does not exist]]></Message>
        
      </Error>
    </Errors>
  <RequestId>7a62c49f-347e-4fc4-9331-6e8eEXAMPLE</RequestId>
</ErrorResponse>",True
resourcegroupstaggingapi,GetTagValues,400,400,"<?xml version=""1.0"" encoding=""UTF-8""?>
  <ErrorResponse>
    <Errors>
      <Error>
        <Code>PaginationTokenExpiredException</Code>
        <Message><![CDATA[Token does not exist]]></Message>
        
      </Error>
    </Errors>
  <RequestId>7a62c49f-347e-4fc4-9331-6e8eEXAMPLE</RequestId>
</ErrorResponse>",True
resourcegroupstaggingapi,StartReportCreation,501,InternalFailure,API action 'StartReportCreation' for service 'resourcegroupstaggingapi' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
resourcegroupstaggingapi,TagResources,501,InternalFailure,API action 'TagResources' for service 'resourcegroupstaggingapi' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
resourcegroupstaggingapi,UntagResources,501,InternalFailure,API action 'UntagResources' for service 'resourcegroupstaggingapi' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,ActivateKeySigningKey,501,InternalFailure,API action 'ActivateKeySigningKey' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,AssociateVPCWithHostedZone,404,NoSuchHostedZone,No hosted zone found with ID: proton,True
route53,ChangeCidrCollection,501,InternalFailure,API action 'ChangeCidrCollection' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,ChangeResourceRecordSets,404,NoSuchHostedZone,No hosted zone found with ID: poncho,True
route53,ChangeTagsForResource,200,,,True
route53,CreateCidrCollection,501,InternalFailure,API action 'CreateCidrCollection' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,CreateHealthCheck,201,,,True
route53,CreateHostedZone,201,,,True
route53,CreateKeySigningKey,501,InternalFailure,API action 'CreateKeySigningKey' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,CreateQueryLoggingConfig,404,NoSuchHostedZone,No hosted zone found with ID: python,True
route53,CreateReusableDelegationSet,404,NoSuchHostedZone,No hosted zone found with ID: global,True
route53,CreateTrafficPolicy,501,InternalFailure,API action 'CreateTrafficPolicy' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,CreateTrafficPolicyInstance,501,InternalFailure,API action 'CreateTrafficPolicyInstance' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,CreateTrafficPolicyVersion,501,InternalFailure,API action 'CreateTrafficPolicyVersion' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,CreateVPCAssociationAuthorization,501,InternalFailure,API action 'CreateVPCAssociationAuthorization' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,DeactivateKeySigningKey,501,InternalFailure,API action 'DeactivateKeySigningKey' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,DeleteCidrCollection,501,InternalFailure,API action 'DeleteCidrCollection' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,DeleteHealthCheck,404,NoSuchHealthCheck,No health check exists with the specified ID snazzy,True
route53,DeleteHostedZone,404,NoSuchHostedZone,No hosted zone found with ID: global,True
route53,DeleteKeySigningKey,501,InternalFailure,API action 'DeleteKeySigningKey' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,DeleteQueryLoggingConfig,404,NoSuchQueryLoggingConfig,The query logging configuration does not exist,True
route53,DeleteReusableDelegationSet,200,,,True
route53,DeleteTrafficPolicy,501,InternalFailure,API action 'DeleteTrafficPolicy' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,DeleteTrafficPolicyInstance,501,InternalFailure,API action 'DeleteTrafficPolicyInstance' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,DeleteVPCAssociationAuthorization,501,InternalFailure,API action 'DeleteVPCAssociationAuthorization' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,DisableHostedZoneDNSSEC,501,InternalFailure,API action 'DisableHostedZoneDNSSEC' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,DisassociateVPCFromHostedZone,404,NoSuchHostedZone,No hosted zone found with ID: snazzy,True
route53,EnableHostedZoneDNSSEC,501,InternalFailure,API action 'EnableHostedZoneDNSSEC' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,GetAccountLimit,501,InternalFailure,API action 'GetAccountLimit' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,GetChange,200,,,True
route53,GetCheckerIpRanges,501,InternalFailure,API action 'GetCheckerIpRanges' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,GetDNSSEC,404,NoSuchHostedZone,No hosted zone found with ID: snazzy,True
route53,GetGeoLocation,501,InternalFailure,API action 'GetGeoLocation' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,GetHealthCheck,404,NoSuchHealthCheck,No health check exists with the specified ID mohawk,True
route53,GetHealthCheckCount,501,InternalFailure,API action 'GetHealthCheckCount' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,GetHealthCheckLastFailureReason,501,InternalFailure,API action 'GetHealthCheckLastFailureReason' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,GetHealthCheckStatus,501,InternalFailure,API action 'GetHealthCheckStatus' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,GetHostedZone,404,NoSuchHostedZone,No hosted zone found with ID: global,True
route53,GetHostedZoneCount,200,,,True
route53,GetHostedZoneLimit,501,InternalFailure,API action 'GetHostedZoneLimit' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,GetQueryLoggingConfig,404,NoSuchQueryLoggingConfig,The query logging configuration does not exist,True
route53,GetReusableDelegationSet,400,NoSuchDelegationSet,mohawk,True
route53,GetReusableDelegationSetLimit,501,InternalFailure,API action 'GetReusableDelegationSetLimit' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,GetTrafficPolicy,501,InternalFailure,API action 'GetTrafficPolicy' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,GetTrafficPolicyInstance,501,InternalFailure,API action 'GetTrafficPolicyInstance' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,GetTrafficPolicyInstanceCount,501,InternalFailure,API action 'GetTrafficPolicyInstanceCount' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,ListCidrBlocks,501,InternalFailure,API action 'ListCidrBlocks' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,ListCidrCollections,501,InternalFailure,API action 'ListCidrCollections' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,ListCidrLocations,501,InternalFailure,API action 'ListCidrLocations' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,ListGeoLocations,501,InternalFailure,API action 'ListGeoLocations' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,ListHealthChecks,200,,,True
route53,ListHostedZones,200,,,True
route53,ListHostedZonesByName,200,,,True
route53,ListHostedZonesByVPC,200,,,True
route53,ListQueryLoggingConfigs,500,InternalError,"exception while calling route53.ListQueryLoggingConfigs: Traceback (most recent call last):
  File ""/opt/code/localstack/localstack/aws/chain.py"", line 90, in handle
    handler(self, self.context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 122, in __call__
    handler(chain, context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 92, in __call__
    skeleton_response = self.skeleton.invoke(context)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 153, in invoke
    return self.dispatch_request(context, instance)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 165, in dispatch_request
    result = handler(context, instance) or {}
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 67, in _call
    return fallthrough_handler(context, req)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 83, in _proxy_moto
    return call_moto(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 46, in call_moto
    return dispatch_to_backend(context, dispatch_to_moto, include_response_metadata)
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 120, in dispatch_to_backend
    http_response = http_request_dispatcher(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 111, in dispatch_to_moto
    response = dispatch(request, request.url, request.headers)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/route53/responses.py"", line 411, in list_or_create_query_logging_config_response
    max_results = self._get_int_param(""maxresults"")
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/core/responses.py"", line 515, in _get_int_param
    return int(val)
ValueError: invalid literal for int() with base 10: 'mohawk'
",True
route53,ListResourceRecordSets,500,InternalError,"exception while calling route53.ListResourceRecordSets: Traceback (most recent call last):
  File ""/opt/code/localstack/localstack/aws/chain.py"", line 90, in handle
    handler(self, self.context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 122, in __call__
    handler(chain, context, response)
  File ""/opt/code/localstack/localstack/aws/handlers/service.py"", line 92, in __call__
    skeleton_response = self.skeleton.invoke(context)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 153, in invoke
    return self.dispatch_request(context, instance)
  File ""/opt/code/localstack/localstack/aws/skeleton.py"", line 165, in dispatch_request
    result = handler(context, instance) or {}
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 67, in _call
    return fallthrough_handler(context, req)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 83, in _proxy_moto
    return call_moto(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 46, in call_moto
    return dispatch_to_backend(context, dispatch_to_moto, include_response_metadata)
  File ""/opt/code/localstack/localstack/aws/forwarder.py"", line 120, in dispatch_to_backend
    http_response = http_request_dispatcher(context)
  File ""/opt/code/localstack/localstack/services/moto.py"", line 111, in dispatch_to_moto
    response = dispatch(request, request.url, request.headers)
  File ""/opt/code/localstack/.venv/lib/python3.10/site-packages/moto/route53/responses.py"", line 231, in rrset_response
    max_items = int(querystring.get(""maxitems"", [""300""])[0])
ValueError: invalid literal for int() with base 10: 'except'
",True
route53,ListReusableDelegationSets,200,,,True
route53,ListTagsForResource,200,,,True
route53,ListTagsForResources,501,InternalFailure,API action 'ListTagsForResources' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,ListTrafficPolicies,501,InternalFailure,API action 'ListTrafficPolicies' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,ListTrafficPolicyInstances,501,InternalFailure,API action 'ListTrafficPolicyInstances' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,ListTrafficPolicyInstancesByHostedZone,501,InternalFailure,API action 'ListTrafficPolicyInstancesByHostedZone' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,ListTrafficPolicyInstancesByPolicy,501,InternalFailure,API action 'ListTrafficPolicyInstancesByPolicy' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
route53,ListTrafficPolicyVersions,501,InternalFailure,API action 'ListTrafficPolicyVersions' for service 'route53' not yet implemented or pro feature - check https://docs.localstack.cloud/user-guide/aws/feature-coverage for further information,False
